NOM;1_GEN;2_DAT;3_ACC;4_NOM_DEF;5_GEN_DEF;6_DAT_DEF;7_ACC_DEF
Gildenspezialisten;Gildenspezialisten;Gildenspezialisten;Gildenspezialisten;Gildenspezialisten;Gildenspezialisten;Gildenspezialisten;Gildenspezialisten
Gorillas;Gorillas;Gorillas;Gorillas;Gorillas;Gorillas;Gorillas;Gorillas
Großwölfe;Großwölfe;Großwölfen;Großwölfe;Großwölfe;Großwölfe;Großwölfen;Großwölfe
Gürteltiere;Gürteltiere;Gürteltieren;Gürteltiere;Gürteltiere;Gürteltiere;Gürteltieren;Gürteltiere
Heuschrecken;Heuschrecken;Heuschrecken;Heuschrecken;Heuschrecken;Heuschrecken;Heuschrecken;Heuschrecken
Hüttensänger;Hüttensänger;Hüttensängern;Hüttensänger;Hüttensänger;Hüttensänger;Hüttensängern;Hüttensänger
Jägerdrohnen;Jägerdrohnen;Jägerdrohnen;Jägerdrohnen;Jägerdrohnen;Jägerdrohnen;Jägerdrohnen;Jägerdrohnen
Kolosskröten;Kolosskröten;Kolosskröten;Kolosskröten;Kolosskröten;Kolosskröten;Kolosskröten;Kolosskröten
Krähen;Krähen;Krähen;Krähen;Krähen;Krähen;Krähen;Krähen
Larven;Larven;Larven;Larven;Larven;Larven;Larven;Larven
Lavaschnecken;Lavaschnecken;Lavaschnecken;Lavaschnecken;Lavaschnecken;Lavaschnecken;Lavaschnecken;Lavaschnecken
Magnaten;Magnaten;Magnaten;Magnaten;Magnaten;Magnaten;Magnaten;Magnaten
Mastodonten;Mastodonten;Mastodonten;Mastodonten;Mastodonten;Mastodonten;Mastodonten;Mastodonten
Meeresschildkröten;Meeresschildkröten;Meeresschildkröten;Meeresschildkröten;Meeresschildkröten;Meeresschildkröten;Meeresschildkröten;Meeresschildkröten
Megawühlmäuse;Megawühlmäuse;Megawühlmäusen;Megawühlmäuse;Megawühlmäuse;Megawühlmäuse;Megawühlmäusen;Megawühlmäuse
Moorhunde;Moorhunde;Moorhunden;Moorhunde;Moorhunde;Moorhunde;Moorhunden;Moorhunde
Moschusochsen;Moschusochsen;Moschusochsen;Moschusochsen;Moschusochsen;Moschusochsen;Moschusochsen;Moschusochsen
Nerze;Nerze;Nerzen;Nerze;Nerze;Nerze;Nerzen;Nerze
Ochsenfrösche;Ochsenfrösche;Ochsenfröschen;Ochsenfrösche;Ochsenfrösche;Ochsenfrösche;Ochsenfröschen;Ochsenfrösche
Otter;Otter;Ottern;Otter;Otter;Otter;Ottern;Otter
Pandas;Pandas;Pandas;Pandas;Pandas;Pandas;Pandas;Pandas
Pfaue;Pfaue;Pfauen;Pfaue;Pfaue;Pfaue;Pfauen;Pfaue
Pinguine;Pinguine;Pinguinen;Pinguine;Pinguine;Pinguine;Pinguinen;Pinguine
Präriehunde;Präriehunde;Präriehunden;Präriehunde;Präriehunde;Präriehunde;Präriehunden;Präriehunde
Reiher;Reiher;Reihern;Reiher;Reiher;Reiher;Reihern;Reiher
Schrottpiraten;Schrottpiraten;Schrottpiraten;Schrottpiraten;Schrottpiraten;Schrottpiraten;Schrottpiraten;Schrottpiraten
Schrottsammler;Schrottsammler;Schrottsammlern;Schrottsammler;Schrottsammler;Schrottsammler;Schrottsammlern;Schrottsammler
Schwäne;Schwäne;Schwänen;Schwäne;Schwäne;Schwäne;Schwänen;Schwäne
Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen;Schwarmköniginnen
schwere Gildenschützen;schwerer Gildenschützen;schweren Gildenschützen;schwere Gildenschützen;schweren Gildenschützen;schweren Gildenschützen;schweren Gildenschützen;schweren Gildenschützen
Scimitarkatzen;Scimitarkatzen;Scimitarkatzen;Scimitarkatzen;Scimitarkatzen;Scimitarkatzen;Scimitarkatzen;Scimitarkatzen
Seehunde;Seehunde;Seehunden;Seehunde;Seehunde;Seehunde;Seehunden;Seehunde
Seelöwen;Seelöwen;Seelöwen;Seelöwen;Seelöwen;Seelöwen;Seelöwen;Seelöwen
Spatzen;Spatzen;Spatzen;Spatzen;Spatzen;Spatzen;Spatzen;Spatzen
Stachelschweine;Stachelschweine;Stachelschweinen;Stachelschweine;Stachelschweine;Stachelschweine;Stachelschweinen;Stachelschweine
Steinkrabben;Steinkrabben;Steinkrabben;Steinkrabben;Steinkrabben;Steinkrabben;Steinkrabben;Steinkrabben
Tiger;Tiger;Tigern;Tiger;Tiger;Tiger;Tigern;Tiger
Vielfraße;Vielfraße;Vielfraßen;Vielfraße;Vielfraße;Vielfraße;Vielfraßen;Vielfraße
Wachteln;Wachteln;Wachteln;Wachteln;Wachteln;Wachteln;Wachteln;Wachteln
Wächterdrohnen;Wächterdrohnen;Wächterdrohnen;Wächterdrohnen;Wächterdrohnen;Wächterdrohnen;Wächterdrohnen;Wächterdrohnen
Walrosse;Walrosse;Walrossen;Walrosse;Walrosse;Walrosse;Walrossen;Walrosse
Warane;Warane;Waranen;Warane;Warane;Warane;Waranen;Warane
Wespen;Wespen;Wespen;Wespen;Wespen;Wespen;Wespen;Wespen
Zyklopen;Zyklopen;Zyklopen;Zyklopen;Zyklopen;Zyklopen;Zyklopen;Zyklopen
// WordInfo\plural.txt
Archebäume;Archebäume;Archebäumen;Archebäume;Archebäume;Archebäume;Archebäumen;Archebäume
Archebaumstümpfe;Archebaumstümpfe;Archebaumstümpfen;Archebaumstümpfe;Archebaumstümpfe;Archebaumstümpfe;Archebaumstümpfen;Archebaumstümpfe
Archesamen;Archesamen;Archesamen;Archesamen;Archesamen;Archesamen;Archesamen;Archesamen
Beerensträucher;Beerensträucher;Beerensträuchern;Beerensträucher;Beerensträucher;Beerensträucher;Beerensträuchern;Beerensträucher
Boompilze;Boompilze;Boompilzen;Boompilze;Boompilze;Boompilze;Boompilzen;Boompilze
Busche;Busche;Büschen;Busche;Büsche;Büsche;Büschen;Büsche
Copiloten;Copiloten;Copiloten;Copiloten;Copiloten;Copiloten;Copiloten;Copiloten
Dornenranken;Dornenranken;Dornenranken;Dornenranken;Dornenranken;Dornenranken;Dornenranken;Dornenranken
Dornensträucher;Dornensträucher;Dornensträuchern;Dornensträucher;Dornensträucher;Dornensträucher;Dornensträuchern;Dornensträucher
Feuerkräuter;Feuerkräuter;Feuerkräutern;Feuerkräuter;Feuerkräuter;Feuerkräuter;Feuerkräutern;Feuerkräuter
gelbe Gräser;gelber Gräser;gelben Gräsern;gelbe Gräser;gelben Gräser;gelben Gräser;gelben Gräsern;gelben Gräser
hohe gelbe Gräser;hoher gelber Gräser;hohen gelben Gräsern;hohe gelbe Gräser;hohen gelben Gräser;hohen gelben Gräser;hohen gelben Gräsern;hohen gelben Gräser
Knorrwurzbäume;Knorrwurzbäume;Knorrwurzbäumen;Knorrwurzbäume;Knorrwurzbäume;Knorrwurzbäume;Knorrwurzbäumen;Knorrwurzbäume
Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen
Lotus;Lotus;Lotus;Lotus;Lotus;Lotus;Lotus;Lotus
Magmakakteen;Magmakakteen;Magmakakteen;Magmakakteen;Magmakakteen;Magmakakteen;Magmakakteen;Magmakakteen
Nachtgräser;Nachtgräser;Nachtgräsern;Nachtgräser;Nachtgräser;Nachtgräser;Nachtgräsern;Nachtgräser
Nachtrafflesien;Nachtrafflesien;Nachtrafflesien;Nachtrafflesien;Nachtrafflesien;Nachtrafflesien;Nachtrafflesien;Nachtrafflesien
Obsidian;Obsidian;Obsidian;Obsidian;Obsidian;Obsidian;Obsidian;Obsidian
Piloten;Piloten;Piloten;Piloten;Piloten;Piloten;Piloten;Piloten
Psilopilze;Psilopilze;Psilopilzen;Psilopilze;Psilopilze;Psilopilze;Psilopilzen;Psilopilze
Rohrkolben;Rohrkolben;Rohrkolben;Rohrkolben;Rohrkolben;Rohrkolben;Rohrkolben;Rohrkolben
Schilf;Schilf;Schilf;Schilf;Schilf;Schilf;Schilf;Schilf
Seerosenblätter;Seerosenblätter;Seerosenblättern;Seerosenblätter;Seerosenblätter;Seerosenblätter;Seerosenblättern;Seerosenblätter
Weidenlamellenpilze;Weidenlamellenpilze;Weidenlamellenpilzen;Weidenlamellenpilze;Weidenlamellenpilze;Weidenlamellenpilze;Weidenlamellenpilzen;Weidenlamellenpilze
wilde Baumwollpflanzen;wilder Baumwollpflanzen;wilden Baumwollpflanzen;wilde Baumwollpflanzen;wilden Baumwollpflanzen;wilden Baumwollpflanzen;wilden Baumwollpflanzen;wilden Baumwollpflanzen
wilde Erdbeerpflanzen;wilder Erdbeerpflanzen;wilden Erdbeerpflanzen;wilde Erdbeerpflanzen;wilden Erdbeerpflanzen;wilden Erdbeerpflanzen;wilden Erdbeerpflanzen;wilden Erdbeerpflanzen
wilde Fasermaispflanzen;wilder Fasermaispflanzen;wilden Fasermaispflanzen;wilde Fasermaispflanzen;wilden Fasermaispflanzen;wilden Fasermaispflanzen;wilden Fasermaispflanzen;wilden Fasermaispflanzen
wilde Kakaobäume;wilder Kakaobäume;wilden Kakaobäumen;wilde Kakaobäume;wilden Kakaobäume;wilden Kakaobäume;wilden Kakaobäumen;wilden Kakaobäume
wilde Psychoidpflanzen;wilder Psychoidpflanzen;wilden Psychoidpflanzen;wilde Psychoidpflanzen;wilden Psychoidpflanzen;wilden Psychoidpflanzen;wilden Psychoidpflanzen;wilden Psychoidpflanzen
wilde Rauchblattpflanzen;wilder Rauchblattpflanzen;wilden Rauchblattpflanzen;wilde Rauchblattpflanzen;wilden Rauchblattpflanzen;wilden Rauchblattpflanzen;wilden Rauchblattpflanzen;wilden Rauchblattpflanzen
wilde Tinktoriapflanzen;wilder Tinktoriapflanzen;wilden Tinktoriapflanzen;wilde Tinktoriapflanzen;wilden Tinktoriapflanzen;wilden Tinktoriapflanzen;wilden Tinktoriapflanzen;wilden Tinktoriapflanzen
