NOM;1_GEN;2_DAT;3_ACC;4_NOM_DEF;5_GEN_DEF;6_DAT_DEF;7_ACC_DEF
Boomratten;Boomratten;Boomratten;Boomratten;Boomratten;Boomratten;Boomratten;Boomratten
Bosse;Bosse;Bossen;Bosse;Bosse;Bosse;Bossen;Bosse
Büßer;Büßer;Büßern;Büßer;Büßer;Büßer;Büßern;Büßer
Chinchillas;Chinchillas;Chinchillas;Chinchillas;Chinchillas;Chinchillas;Chinchillas;Chinchillas
Dorfbewohner;Dorfbewohner;Dorfbewohnern;Dorfbewohner;Dorfbewohner;Dorfbewohner;Dorfbewohnern;Dorfbewohner
Dromedare;Dromedare;Dromedaren;Dromedare;Dromedare;Dromedare;Dromedaren;Dromedare
Durchbrecher;Durchbrecher;Durchbrechern;Durchbrecher;Durchbrecher;Durchbrecher;Durchbrechern;Durchbrecher
Eichhörnchen;Eichhörnchen;Eichhörnchen;Eichhörnchen;Eichhörnchen;Eichhörnchen;Eichhörnchen;Eichhörnchen
Eisbären;Eisbären;Eisbären;Eisbären;Eisbären;Eisbären;Eisbären;Eisbären
Elefanten;Elefanten;Elefanten;Elefanten;Elefanten;Elefanten;Elefanten;Elefanten
Elite-Söldner;Elite-Söldner;Elite-Söldnern;Elite-Söldner;Elite-Söldner;Elite-Söldner;Elite-Söldnern;Elite-Söldner
EMP-Grenadiere;EMP-Grenadiere;EMP-Grenadieren;EMP-Grenadiere;EMP-Grenadiere;EMP-Grenadiere;EMP-Grenadieren;EMP-Grenadiere
Emus;Emus;Emus;Emus;Emus;Emus;Emus;Emus
Enten;Enten;Enten;Enten;Enten;Enten;Enten;Enten
Esel;Esel;Eseln;Esel;Esel;Esel;Eseln;Esel
Gänse;Gänse;Gänsen;Gänse;Gänse;Gänse;Gänsen;Gänse
Gazellen;Gazellen;Gazellen;Gazellen;Gazellen;Gazellen;Gazellen;Gazellen
Grenadiere;Grenadiere;Grenadieren;Grenadiere;Grenadiere;Grenadiere;Grenadieren;Grenadiere
Grizzlybären;Grizzlybären;Grizzlybären;Grizzlybären;Grizzlybären;Grizzlybären;Grizzlybären;Grizzlybären
Händler;Händler;Händlern;Händler;Händler;Händler;Händlern;Händler
Hasen;Hasen;Hasen;Hasen;Hasen;Hasen;Hasen;Hasen
Herumtreiber;Herumtreiber;Herumtreibern;Herumtreiber;Herumtreiber;Herumtreiber;Herumtreibern;Herumtreiber
Hirsche;Hirsche;Hirschen;Hirsche;Hirsche;Hirsche;Hirschen;Hirsche
Höhlenkäfer;Höhlenkäfer;Höhlenkäfern;Höhlenkäfer;Höhlenkäfer;Höhlenkäfer;Höhlenkäfern;Höhlenkäfer
Hühner;Hühner;Hühnern;Hühner;Hühner;Hühner;Hühnern;Hühner
Huskys;Huskys;Huskys;Huskys;Huskys;Huskys;Huskys;Huskys
Inferno-Raupen;Inferno-Raupen;Inferno-Raupen;Inferno-Raupen;Inferno-Raupen;Inferno-Raupen;Inferno-Raupen;Inferno-Raupen
Jäger;Jäger;Jägern;Jäger;Jäger;Jäger;Jägern;Jäger
Karibus;Karibus;Karibus;Karibus;Karibus;Karibus;Karibus;Karibus
Kasuare;Kasuare;Kasuaren;Kasuare;Kasuare;Kasuare;Kasuaren;Kasuare
Katzen;Katzen;Katzen;Katzen;Katzen;Katzen;Katzen;Katzen
Keiler;Keiler;Keilern;Keiler;Keiler;Keiler;Keilern;Keiler
Kobras;Kobras;Kobras;Kobras;Kobras;Kobras;Kobras;Kobras
Krieger;Krieger;Kriegern;Krieger;Krieger;Krieger;Kriegern;Krieger
Labrador Retriever;Labrador Retriever;Labrador Retrievern;Labrador Retriever;Labrador Retriever;Labrador Retriever;Labrador Retrievern;Labrador Retriever
Lanzer;Lanzer;Lanzern;Lanzer;Lanzer;Lanzer;Lanzern;Lanzer
Leguane;Leguane;Leguanen;Leguane;Leguane;Leguane;Leguanen;Leguane
Luchse;Luchse;Luchsen;Luchse;Luchse;Luchse;Luchsen;Luchse
Meerschweinchen;Meerschweinchen;Meerschweinchen;Meerschweinchen;Meerschweinchen;Meerschweinchen;Meerschweinchen;Meerschweinchen
Megafaultiere;Megafaultiere;Megafaultieren;Megafaultiere;Megafaultiere;Megafaultiere;Megafaultieren;Megafaultiere
Megaskarabäen;Megaskarabäen;Megaskarabäen;Megaskarabäen;Megaskarabäen;Megaskarabäen;Megaskarabäen;Megaskarabäen
Megaspinnen;Megaspinnen;Megaspinnen;Megaspinnen;Megaspinnen;Megaspinnen;Megaspinnen;Megaspinnen
Minigun-Raupen;Minigun-Raupen;Minigun-Raupen;Minigun-Raupen;Minigun-Raupen;Minigun-Raupen;Minigun-Raupen;Minigun-Raupen
Muffalos;Muffalos;Muffalos;Muffalos;Muffalos;Muffalos;Muffalos;Muffalos
mysteriöse Fremde;mysteriöser Fremder;mysteriösen Fremden;mysteriöse Fremde;mysteriösen Fremden;mysteriösen Fremden;mysteriösen Fremden;mysteriösen Fremden
Nashörner;Nashörner;Nashörnern;Nashörner;Nashörner;Nashörner;Nashörnern;Nashörner
Panther;Panther;Panthern;Panther;Panther;Panther;Panthern;Panther
Pferde;Pferde;Pferden;Pferde;Pferde;Pferde;Pferden;Pferde
Pikeniere;Pikeniere;Pikenieren;Pikeniere;Pikeniere;Pikeniere;Pikenieren;Pikeniere
Piratenschützen;Piratenschützen;Piratenschützen;Piratenschützen;Piratenschützen;Piratenschützen;Piratenschützen;Piratenschützen
Plünderschläger;Plünderschläger;Plünderschlägern;Plünderschläger;Plünderschläger;Plünderschläger;Plünderschlägern;Plünderschläger
Plünderschützen;Plünderschützen;Plünderschützen;Plünderschützen;Plünderschützen;Plünderschützen;Plünderschützen;Plünderschützen
Polarfüchse;Polarfüchse;Polarfüchsen;Polarfüchse;Polarfüchse;Polarfüchse;Polarfüchsen;Polarfüchse
Polarwölfe;Polarwölfe;Polarwölfen;Polarwölfe;Polarwölfe;Polarwölfe;Polarwölfen;Polarwölfe
Pumas;Pumas;Pumas;Pumas;Pumas;Pumas;Pumas;Pumas
Ratten;Ratten;Ratten;Ratten;Ratten;Ratten;Ratten;Ratten
Rauch-Grenadiere;Rauch-Grenadiere;Rauch-Grenadieren;Rauch-Grenadiere;Rauch-Grenadiere;Rauch-Grenadiere;Rauch-Grenadieren;Rauch-Grenadiere
Rinder;Rinder;Rindern;Rinder;Rinder;Rinder;Rindern;Rinder
Rotfüchse;Rotfüchse;Rotfüchsen;Rotfüchse;Rotfüchse;Rotfüchse;Rotfüchsen;Rotfüchse
Schafe;Schafe;Schafen;Schafe;Schafe;Schafe;Schafen;Schafe
Schildkröten;Schildkröten;Schildkröten;Schildkröten;Schildkröten;Schildkröten;Schildkröten;Schildkröten
Schneehasen;Schneehasen;Schneehasen;Schneehasen;Schneehasen;Schneehasen;Schneehasen;Schneehasen
Schnitter;Schnitter;Schnittern;Schnitter;Schnitter;Schnitter;Schnittern;Schnitter
Schweine;Schweine;Schweinen;Schweine;Schweine;Schweine;Schweinen;Schweine
schwere Bogenschützen;schwerer Bogenschützen;schweren Bogenschützen;schwere Bogenschützen;schweren Bogenschützen;schweren Bogenschützen;schweren Bogenschützen;schweren Bogenschützen
schwere Söldner;schwerer Söldner;schweren Söldnern;schwere Söldner;schweren Söldner;schweren Söldner;schweren Söldnern;schweren Söldner
Sklaven;Sklaven;Sklaven;Sklaven;Sklaven;Sklaven;Sklaven;Sklaven
Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen;Söldnerscharfschützen
Söldnerschlitzer;Söldnerschlitzer;Söldnerschlitzern;Söldnerschlitzer;Söldnerschlitzer;Söldnerschlitzer;Söldnerschlitzern;Söldnerschlitzer
Söldnerschützen;Söldnerschützen;Söldnerschützen;Söldnerschützen;Söldnerschützen;Söldnerschützen;Söldnerschützen;Söldnerschützen
Stadthändler;Stadthändler;Stadthändlern;Stadthändler;Stadthändler;Stadthändler;Stadthändlern;Stadthändler
Stadträte;Stadträte;Stadträten;Stadträte;Stadträte;Stadträte;Stadträten;Stadträte
Stadtwachen;Stadtwachen;Stadtwachen;Stadtwachen;Stadtwachen;Stadtwachen;Stadtwachen;Stadtwachen
Steinböcke;Steinböcke;Steinböcken;Steinböcke;Steinböcke;Steinböcke;Steinböcken;Steinböcke
Strauße;Strauße;Straußen;Strauße;Strauße;Strauße;Straußen;Strauße
Termiten;Termiten;Termiten;Termiten;Termiten;Termiten;Termiten;Termiten
Thrumbos;Thrumbos;Thrumbos;Thrumbos;Thrumbos;Thrumbos;Thrumbos;Thrumbos
Timberwölfe;Timberwölfe;Timberwölfen;Timberwölfe;Timberwölfe;Timberwölfe;Timberwölfen;Timberwölfe
Truthähne;Truthähne;Truthähnen;Truthähne;Truthähne;Truthähne;Truthähnen;Truthähne
Wapitis;Wapitis;Wapitis;Wapitis;Wapitis;Wapitis;Wapitis;Wapitis
Warge;Warge;Wargen;Warge;Warge;Warge;Wargen;Warge
Waschbären;Waschbären;Waschbären;Waschbären;Waschbären;Waschbären;Waschbären;Waschbären
Wasserschweine;Wasserschweine;Wasserschweinen;Wasserschweine;Wasserschweine;Wasserschweine;Wasserschweinen;Wasserschweine
Weltraumflüchtlinge;Weltraumflüchtlinge;Weltraumflüchtlingen;Weltraumflüchtlinge;Weltraumflüchtlinge;Weltraumflüchtlinge;Weltraumflüchtlingen;Weltraumflüchtlinge
wilde Menschen;wilder Menschen;wilden Menschen;wilde Menschen;wilden Menschen;wilden Menschen;wilden Menschen;wilden Menschen
Wüstenfüchse;Wüstenfüchse;Wüstenfüchsen;Wüstenfüchse;Wüstenfüchse;Wüstenfüchse;Wüstenfüchsen;Wüstenfüchse
Yaks;Yaks;Yaks;Yaks;Yaks;Yaks;Yaks;Yaks
Yorkshire Terrier;Yorkshire Terrier;Yorkshire Terriern;Yorkshire Terrier;Yorkshire Terrier;Yorkshire Terrier;Yorkshire Terriern;Yorkshire Terrier
Ziegen;Ziegen;Ziegen;Ziegen;Ziegen;Ziegen;Ziegen;Ziegen
// WordInfo\plural.txt
Agariluxe;Agariluxe;Agariluxen;Agariluxe;Agariluxe;Agariluxe;Agariluxen;Agariluxe
Agaven;Agaven;Agaven;Agaven;Agaven;Agaven;Agaven;Agaven
Ahorne;Ahorne;Ahornen;Ahorne;Ahorne;Ahorne;Ahornen;Ahorne
Ambrosiabüsche;Ambrosiabüsche;Ambrosiabüschen;Ambrosiabüsche;Ambrosiabüsche;Ambrosiabüsche;Ambrosiabüschen;Ambrosiabüsche
Ameisenbäume;Ameisenbäume;Ameisenbäumen;Ameisenbäume;Ameisenbäume;Ameisenbäume;Ameisenbäumen;Ameisenbäume
Auto-Impuls-Türme;Auto-Impuls-Türme;Auto-Impuls-Türmen;Auto-Impuls-Türme;Auto-Impuls-Türme;Auto-Impuls-Türme;Auto-Impuls-Türmen;Auto-Impuls-Türme
Auto-Inferno-Türme;Auto-Inferno-Türme;Auto-Inferno-Türmen;Auto-Inferno-Türme;Auto-Inferno-Türme;Auto-Inferno-Türme;Auto-Inferno-Türmen;Auto-Inferno-Türme
Auto-Mörser;Auto-Mörser;Auto-Mörsern;Auto-Mörser;Auto-Mörser;Auto-Mörser;Auto-Mörsern;Auto-Mörser
Bambusse;Bambusse;Bambussen;Bambusse;Bambusse;Bambusse;Bambussen;Bambusse
Baumstümpfe;Baumstümpfe;Baumstümpfen;Baumstümpfe;Baumstümpfe;Baumstümpfe;Baumstümpfen;Baumstümpfe
Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen;Baumwollpflanzen
Beerensträucher;Beerensträucher;Beerensträuchern;Beerensträucher;Beerensträucher;Beerensträucher;Beerensträuchern;Beerensträucher
Birken;Birken;Birken;Birken;Birken;Birken;Birken;Birken
brennende Energiezellen;brennender Energiezellen;brennenden Energiezellen;brennende Energiezellen;brennenden Energiezellen;brennenden Energiezellen;brennenden Energiezellen;brennenden Energiezellen
Bryoluxe;Bryoluxe;Bryoluxen;Bryoluxe;Bryoluxe;Bryoluxe;Bryoluxen;Bryoluxe
Büsche;Büsche;Büschen;Büsche;Büsche;Büsche;Büschen;Büsche
Dornensträucher;Dornensträucher;Dornensträuchern;Dornensträucher;Dornensträucher;Dornensträucher;Dornensträuchern;Dornensträucher
Drachenbäume;Drachenbäume;Drachenbäumen;Drachenbäume;Drachenbäume;Drachenbäume;Drachenbäumen;Drachenbäume
Drogen;Drogen;Drogen;Drogen;Drogen;Drogen;Drogen;Drogen
Eichen;Eichen;Eichen;Eichen;Eichen;Eichen;Eichen;Eichen
Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen;Erdbeerpflanzen
Farbstoffe;Farbstoffe;Farbstoffen;Farbstoffe;Farbstoffe;Farbstoffe;Farbstoffen;Farbstoffe
Golderze;Golderze;Golderzen;Golderze;Golderze;Golderze;Golderzen;Golderze
Granitbrocken;Granitbrocken;Granitbrocken;Granitbrocken;Granitbrocken;Granitbrocken;Granitbrocken;Granitbrocken
Gräser;Gräser;Gräsern;Gräser;Gräser;Gräser;Gräsern;Gräser
Heilwurzeln;Heilwurzeln;Heilwurzeln;Heilwurzeln;Heilwurzeln;Heilwurzeln;Heilwurzeln;Heilwurzeln
Heugräser;Heugräser;Heugräsern;Heugräser;Heugräser;Heugräser;Heugräsern;Heugräser
hohe Gräser;hoher Gräser;hohen Gräsern;hohe Gräser;hohen Gräser;hohen Gräser;hohen Gräsern;hohen Gräser
Holzpilze;Holzpilze;Holzpilzen;Holzpilze;Holzpilze;Holzpilze;Holzpilzen;Holzpilze
Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen;Hopfenpflanzen
Infernokanonen;Infernokanonen;Infernokanonen;Infernokanonen;Infernokanonen;Infernokanonen;Infernokanonen;Infernokanonen
Jade;Jade;Jade;Jade;Jade;Jade;Jade;Jade
Kakaobäume;Kakaobäume;Kakaobäumen;Kakaobäume;Kakaobäume;Kakaobäume;Kakaobäumen;Kakaobäume
Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken;Kalksteinbrocken
Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen;Kartoffelpflanzen
Kiefern;Kiefern;Kiefern;Kiefern;Kiefern;Kiefern;Kiefern;Kiefern
Klivien;Klivien;Klivien;Klivien;Klivien;Klivien;Klivien;Klivien
Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen;Ladungen
leichte Impulsblaster;leichter Impulsblaster;leichten Impulsblastern;leichte Impulsblaster;leichten Impulsblaster;leichten Impulsblaster;leichten Impulsblastern;leichten Impulsblaster
Löwenzähne;Löwenzähne;Löwenzähnen;Löwenzähne;Löwenzähne;Löwenzähne;Löwenzähnen;Löwenzähne
Maispflanzen;Maispflanzen;Maispflanzen;Maispflanzen;Maispflanzen;Maispflanzen;Maispflanzen;Maispflanzen
Marmorbrocken;Marmorbrocken;Marmorbrocken;Marmorbrocken;Marmorbrocken;Marmorbrocken;Marmorbrocken;Marmorbrocken
Maschinenreste;Maschinenreste;Maschinenresten;Maschinenreste;Maschinenreste;Maschinenreste;Maschinenresten;Maschinenreste
Mech-Knoten;Mech-Knoten;Mech-Knoten;Mech-Knoten;Mech-Knoten;Mech-Knoten;Mech-Knoten;Mech-Knoten
Medizin;Medizin;Medizin;Medizin;Medizin;Medizin;Medizin;Medizin
Mini-Kugeln;Mini-Kugeln;Mini-Kugeln;Mini-Kugeln;Mini-Kugeln;Mini-Kugeln;Mini-Kugeln;Mini-Kugeln
Mini-Kugelwerfer;Mini-Kugelwerfer;Mini-Kugelwerfern;Mini-Kugelwerfer;Mini-Kugelwerfer;Mini-Kugelwerfer;Mini-Kugelwerfern;Mini-Kugelwerfer
Mini-Kugelwerfer-Türme;Mini-Kugelwerfer-Türme;Mini-Kugelwerfer-Türmen;Mini-Kugelwerfer-Türme;Mini-Kugelwerfer-Türme;Mini-Kugelwerfer-Türme;Mini-Kugelwerfer-Türmen;Mini-Kugelwerfer-Türme
Moose;Moose;Moosen;Moose;Moose;Moose;Moosen;Moose
niedrige Gestrüppe;niedriger Gestrüppe;niedrigen Gestrüppen;niedrige Gestrüppe;niedrigen Gestrüppe;niedrigen Gestrüppe;niedrigen Gestrüppen;niedrigen Gestrüppe
Palmen;Palmen;Palmen;Palmen;Palmen;Palmen;Palmen;Palmen
Pappeln;Pappeln;Pappeln;Pappeln;Pappeln;Pappeln;Pappeln;Pappeln
Pfeilblätter;Pfeilblätter;Pfeilblättern;Pfeilblätter;Pfeilblätter;Pfeilblätter;Pfeilblättern;Pfeilblätter
Plastahlreste;Plastahlreste;Plastahlresten;Plastahlreste;Plastahlreste;Plastahlreste;Plastahlresten;Plastahlreste
Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen;Psychoidpflanzen
Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen;Rauchblattpflanzen
Rauchladungen;Rauchladungen;Rauchladungen;Rauchladungen;Rauchladungen;Rauchladungen;Rauchladungen;Rauchladungen
Reispflanzen;Reispflanzen;Reispflanzen;Reispflanzen;Reispflanzen;Reispflanzen;Reispflanzen;Reispflanzen
Riesenkakteen;Riesenkakteen;Riesenkakteen;Riesenkakteen;Riesenkakteen;Riesenkakteen;Riesenkakteen;Riesenkakteen
Riesenrafflesien;Riesenrafflesien;Riesenrafflesien;Riesenrafflesien;Riesenrafflesien;Riesenrafflesien;Riesenrafflesien;Riesenrafflesien
Rosen;Rosen;Rosen;Rosen;Rosen;Rosen;Rosen;Rosen
Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken;Sandsteinbrocken
Schaumladungen;Schaumladungen;Schaumladungen;Schaumladungen;Schaumladungen;Schaumladungen;Schaumladungen;Schaumladungen
Schieferbrocken;Schieferbrocken;Schieferbrocken;Schieferbrocken;Schieferbrocken;Schieferbrocken;Schieferbrocken;Schieferbrocken
Schimmerlinge;Schimmerlinge;Schimmerlingen;Schimmerlinge;Schimmerlinge;Schimmerlinge;Schimmerlingen;Schimmerlinge
Schlingpflanzen;Schlingpflanzen;Schlingpflanzen;Schlingpflanzen;Schlingpflanzen;Schlingpflanzen;Schlingpflanzen;Schlingpflanzen
Silbererze;Silbererze;Silbererzen;Silbererze;Silbererze;Silbererze;Silbererzen;Silbererze
Stahlreste;Stahlreste;Stahlresten;Stahlreste;Stahlreste;Stahlreste;Stahlresten;Stahlreste
Stahlschrott;Stahlschrott;Stahlschrott;Stahlschrott;Stahlschrott;Stahlschrott;Stahlschrott;Stahlschrott
Taglilien;Taglilien;Taglilien;Taglilien;Taglilien;Taglilien;Taglilien;Taglilien
Teakbäume;Teakbäume;Teakbäumen;Teakbäume;Teakbäume;Teakbäume;Teakbäumen;Teakbäume
Teufelsgarnpilze;Teufelsgarnpilze;Teufelsgarnpilzen;Teufelsgarnpilze;Teufelsgarnpilze;Teufelsgarnpilze;Teufelsgarnpilzen;Teufelsgarnpilze
Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen;Tinktoriapflanzen
Traganten;Traganten;Traganten;Traganten;Traganten;Traganten;Traganten;Traganten
Transportkapseln;Transportkapseln;Transportkapseln;Transportkapseln;Transportkapseln;Transportkapseln;Transportkapseln;Transportkapseln
Uranerze;Uranerze;Uranerzen;Uranerze;Uranerze;Uranerze;Uranerzen;Uranerze
Warzenkakteen;Warzenkakteen;Warzenkakteen;Warzenkakteen;Warzenkakteen;Warzenkakteen;Warzenkakteen;Warzenkakteen
Weiden;Weiden;Weiden;Weiden;Weiden;Weiden;Weiden;Weiden
wilde Heilwurzeln;wilde Heilwurzeln;wilden Heilwurzeln;wilde Heilwurzeln;wilden Heilwurzeln;wilden Heilwurzeln;wilden Heilwurzeln;wilden Heilwurzeln
Zypressen;Zypressen;Zypressen;Zypressen;Zypressen;Zypressen;Zypressen;Zypressen
